"Original_country_name_in_FUBC_report","Original_crop_name_in_FUBC_report","Year","Year_for_FAO_area","FAO_area_ha","IFA_area_ha","FAO_area_used_Yes_No","IFA_N_t","IFA_P2O5_t","IFA_K2O_t","Comment","Survey_respondent"
"Slovakia","Other oil crops","2017/18",2018,126740,118660,"No",9018.16,3322.48,1661.24,"Sunflower, soya, linseed","Fertilizers Europe"
"Slovakia","Sugar beet","2017/18",2018,21910,21480,"No",2405.76,816.24,1009.56,NA,"Fertilizers Europe"
"Slovakia","Fruits & Treenuts","2017/18",2018,12670,20000,"No",323,152,133,"nuts, herbs, bushes, vineyards","Fertilizers Europe"
"Slovakia","Vegetables","2017/18",2018,5560,10000,"No",750,450,480,NA,"Fertilizers Europe"
"Slovakia","Pulses (peas, beans)","2017/18",2018,10820,12000,"No",420,252,120,NA,"Fertilizers Europe"
"Slovakia","Potato","2017/18",2018,7760,8260,"No",792.96,371.7,710.36,"Data for potatoes can be used as proxy for Roots and tubers","Fertilizers Europe"
"Slovakia","Total Grassland","2017/18",2018,580000,522000,"No",816,0,0,NA,"Fertilizers Europe"
"Slovakia","Fertilized forests","2017/18",2018,NA,0,"No",0,0,0,NA,"Fertilizers Europe"
"Slovakia","Other crops","2017/18",2018,NA,160000,"No",3773,558,378,"Tobacco, poppy, fodder (legumes), fodder (other), short rotation coppice, perenial herbaceous crops","Fertilizers Europe"
"Slovenia","Wheat","2017/18",2018,27820,27822,"No",3338.64,984.8988,1363.278,NA,"Fertilizers Europe"
"Slovenia","Grain maize, including corn cob maize","2017/18",2018,37080,37079,"No",4264.085,1631.476,1853.95,NA,"Fertilizers Europe"
"Slovenia","Green maize","2017/18",2018,0,29820,"No",3578.4,1192.8,1133.16,"Silage maize (no maize for biogas in Slovenia)","Fertilizers Europe"
"Slovenia","Other cereals","2017/18",2018,33430,33344,"No",2318.816,890.2368,1031.878,"Barley, rye, triticale, oats, rice","Fertilizers Europe"
"Slovenia","Oilseed rape","2017/18",2018,3400,3397,"No",390.655,129.086,230.996,NA,"Fertilizers Europe"
"Slovenia","Other oil crops","2017/18",2018,7360,2056,"No",102.8,52.6336,56.1288,"Sunflower, soya, linseed","Fertilizers Europe"
"Slovenia","Sugar beet","2017/18",2018,0,0,"No",0,0,0,NA,"Fertilizers Europe"
"Slovenia","Fruits & Treenuts","2017/18",2018,19890,27783,"No",602.8911,444.528,666.792,"nuts, herbs, bushes, vineyards","Fertilizers Europe"
"Slovenia","Vegetables","2017/18",2018,4240,5200,"No",431.6,218.4,520,NA,"Fertilizers Europe"
"Slovenia","Pulses (peas, beans)","2017/18",2018,1070,1100,"No",31.9,28.16,30.03,NA,"Fertilizers Europe"
"Slovenia","Potato","2017/18",2018,2810,2812,"No",253.08,154.66,284.012,"Data for potatoes can be used as proxy for Roots and tubers","Fertilizers Europe"
"Slovenia","Total Grassland","2017/18",2018,376260,277237,"No",6975,1990.2,1674,NA,"Fertilizers Europe"
"Slovenia","Fertilized forests","2017/18",2018,NA,0,"No",0,0,0,NA,"Fertilizers Europe"
"Slovenia","Other crops","2017/18",2018,NA,41638,"No",3071.405,757.51,776.708,"Tobacco, poppy, fodder (legumes), fodder (other), short rotation coppice, perenial herbaceous crops","Fertilizers Europe"
"South Africa","Wheat","2018",2018,503350,508350,"No",15251,19300,2542,NA,"Fertasa"
"South Africa","Rice","2018",2018,1109,NA,"No",NA,NA,NA,NA,"Fertasa"
"South Africa","Maize Grain","2018",2018,2318850,2318850,"No",231885,104348,23189,NA,"Fertasa"
"South Africa","Maize, Green (silage, bioenergy)","2018",2018,36426,NA,"No",NA,NA,NA,NA,"Fertasa"
"South Africa","Other Cereals","2018",2018,188054,147800,"No",5154,5200,883,NA,"Fertasa"
"South Africa","Soybeans","2018",2018,787200,787200,"No",7872,13000,6298,NA,"Fertasa"
"South Africa","Oil Palm","2018",2018,0,0,"No",0,0,0,NA,"Fertasa"
"South Africa","Rapeseed / Canola","2018",2018,77000,77000,"No",1155,1600,154,NA,"Fertasa"
"South Africa","Other Oil Crops","2018",2018,671631,657800,"No",9586,13132,3008,NA,"Fertasa"
"South Africa","Cotton","2018",2018,37000,15000,"No",540,330,45,NA,"Fertasa"
"South Africa","Sugar Beet","2018",2018,0,0,"No",0,0,0,NA,"Fertasa"
"South Africa","Sugar Cane","2018",2018,274355,361000,"No",33212,21800,48013,NA,"Fertasa"
"South Africa","Tea","2018",2018,793,NA,"No",0,0,0,NA,"Fertasa"
"South Africa","Coffee","2018",2018,0,0,"No",0,0,0,NA,"Fertasa"
"South Africa","Cocoa","2018",2018,0,0,"No",0,0,0,NA,"Fertasa"
"South Africa","Roots & Tubers","2018",2018,98537,51000,"No",8670,8160,6120,NA,"Fertasa"
"South Africa","Fruits & Treenuts","2018",2018,404805,167000,"No",20010,13720,20285,NA,"Fertasa"
"South Africa","Vegetables","2018",2018,139378,95000,"No",16150,15100,11400,NA,"Fertasa"
"South Africa","Pulses","2018",2018,72527,53360,"No",800,900,107,NA,"Fertasa"
"South Africa","Grassland","2018",2018,83928000,420000,"No",21000,16000,2940,NA,"Fertasa"
"South Africa","Vineyards","2018",2018,111332,160000,"No",8000,5700,3840,"FAO area is for grapes","Fertasa"
"South Africa","Lucerne","2018",2018,NA,130000,"No",1950,10000,3120,NA,"Fertasa"
"South Africa","Residual","2018",2018,NA,4600,"No",174,700,449,"Fertasa: The residuals include mostly pineapples which are poor P feeders and need high levels of K","Fertasa"
"Spain","Wheat","2017/18",2018,2063680,2063000,"No",237245,86646,88709,NA,"Fertilizers Europe"
"Spain","Grain maize, including corn cob maize","2017/18",2018,322370,329000,"No",64155,24675,24017,NA,"Fertilizers Europe"
"Spain","Green maize","2017/18",2018,0,107000,"No",5885,3210,1605,"Silage maize (no maize for biogas in Spain)","Fertilizers Europe"
"Spain","Other cereals","2017/18",2018,3641560,3571000,"No",339640,109850,104726,"Barley, rye, triticale, oats, rice","Fertilizers Europe"
"Spain","Oilseed rape","2017/18",2018,78530,87000,"No",9570,4350,4263,NA,"Fertilizers Europe"
"Spain","Other oil crops","2017/18",2018,3295990,690000,"No",6900,1380,690,"Sunflower, soya, linseed","Fertilizers Europe"
"Spain","Sugar beet","2017/18",2018,35300,35000,"No",5600,2275,2450,NA,"Fertilizers Europe"
"Spain","Fruits & Treenuts","2017/18",2018,2606050,4777000,"No",286620,119425,105094,"Nuts, herbs, bushes, vineyards","Fertilizers Europe"
"Spain","Vegetables","2017/18",2018,324749,385000,"No",75075,30800,32725,NA,"Fertilizers Europe"
"Spain","Pulses (peas, beans)","2017/18",2018,472920,510000,"No",2550,2550,2550,NA,"Fertilizers Europe"
"Spain","Potato","2017/18",2018,67490,67000,"No",8040,3015,4020,"Data for potatoes can be used as proxy for Roots and tubers","Fertilizers Europe"
"Spain","Total Grassland","2017/18",2018,10502960,6761000,"No",8092,5780,2890,NA,"Fertilizers Europe"
"Spain","Fertilized forests","2017/18",2018,NA,40000,"No",400,80,80,NA,"Fertilizers Europe"
"Spain","Other crops","2017/18",2018,NA,890000,"No",23090,29111,21432,"Tobacco, poppy, fodder (legumes), fodder (other), short rotation coppice, perenial herbaceous crops","Fertilizers Europe"
"Sweden","Wheat","2017/18",2018,372500,381100,"No",47637.5,7622,4573.2,NA,"Fertilizers Europe"
"Sweden","Grain maize, including corn cob maize","2017/18",2018,1110,1000,"No",125,45,15,NA,"Fertilizers Europe"
"Sweden","Green maize","2017/18",2018,0,17400,"No",1131,778,261,"Silage maize + Maize for biogas","Fertilizers Europe"
"Sweden","Other cereals","2017/18",2018,548500,610640,"No",45981.76,12212.8,9159.6,"Barley, rye, triticale, oats, rice","Fertilizers Europe"
"Sweden","Oilseed rape","2017/18",2018,97450,99389,"No",14113.238,3776.782,2087.169,NA,"Fertilizers Europe"
"Sweden","Other oil crops","2017/18",2018,3600,3620,"No",217.2,54.3,54.3,"Sunflower, soya, linseed","Fertilizers Europe"
"Sweden","Sugar beet","2017/18",2018,30640,30737,"No",2920.015,1075.795,1014.321,NA,"Fertilizers Europe"
"Sweden","Fruits & Treenuts","2017/18",2018,4140,4000,"No",100,4,10,"nuts, herbs, bushes, vineyards","Fertilizers Europe"
"Sweden","Vegetables","2017/18",2018,10570,14671,"No",1100.325,660.195,1613.81,NA,"Fertilizers Europe"
"Sweden","Pulses (peas, beans)","2017/18",2018,48720,56630,"No",0,1132.6,1132.6,NA,"Fertilizers Europe"
"Sweden","Potato","2017/18",2018,23910,23917,"No",2200.364,1793.775,4185.475,"Data for potatoes can be used as proxy for Roots and tubers","Fertilizers Europe"
"Sweden","Total Grassland","2017/18",2018,455000,1519000,"No",47700,3816,3816,NA,"Fertilizers Europe"
"Sweden","Fertilized forests","2017/18",2018,NA,25000,"No",3750,0,0,NA,"Fertilizers Europe"
"Sweden","Other crops","2017/18",2018,NA,81888,"No",2718.584,1108.49,1213.32,"Tobacco, poppy, fodder (legumes), fodder (other), short rotation coppice, perenial herbaceous crops","Fertilizers Europe"
"Tanzania","Maize grain","2016",2016,3899749,3818000,"No",63175.02,10009.6,0,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Tanzania","Rice","2016",2016,1053504,1097000,"No",12718.08,4065.02,0,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Tanzania","Irish potatos","2016",2016,148592,164000,"No",2763.54,1158.28,305.49,"FAO area for all potatoes","AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Tanzania","Beans","2016",2016,1041127,1120000,"No",4391.86,560.06,0,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Tanzania","Cow pea","2016",2016,175370,148000,"No",1463.91,186.69,0,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Tanzania","Tobacco (total)","2016",2016,172828,NA,"No",NA,NA,NA,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Tanzania","Tobacco - flue-cured","2016",2016,NA,38000,"No",236.4,55.08,824.4,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Tanzania","Tobacco - fire-cured","2016",2016,NA,10000,"No",236.4,15.3,86,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Tanzania","Sugar cane","2016",2016,45230,44000,"No",926.31,1627.94,0,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Tanzania","Tea","2016",2016,19093,23000,"No",1192.5,11.5,12.5,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Tanzania","Coffee","2016",2016,272821,231000,"No",3425.67,12.75,256.19,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Tanzania","Other cereals & oil seeds","2016",2016,4720682,5280000,"No",139,1000,0,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Tanzania","Horticulture","2016",2016,NA,441000,"No",108,598,716,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Tanzania","Maize, green","2016",2016,15669,NA,"No",NA,NA,NA,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Tanzania","Wheat","2016",2016,69186,NA,"No",NA,NA,NA,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Tanzania","Other cereals","2016",2016,1123387,NA,"No",NA,NA,NA,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Tanzania","Soybeans","2016",2016,6584,NA,"No",NA,NA,NA,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Tanzania","Oil palm fruit","2016",2016,5345,NA,"No",NA,NA,NA,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Tanzania","Other Oil Crops","2016",2016,3585366,NA,"No",NA,NA,NA,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Tanzania","Pulses, Total","2016",2016,1703369,NA,"No",NA,NA,NA,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Tanzania","Roots and Tubers, Total","2016",2016,1850736,NA,"No",NA,NA,NA,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Tanzania","Seed cotton","2016",2016,320000,NA,"No",NA,NA,NA,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Tanzania","Fruit Primary","2016",2016,869270,NA,"No",NA,NA,NA,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Tanzania","Vegetables Primary","2016",2016,460527,NA,"No",NA,NA,NA,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Tanzania","Citrus Fruit, Total","2016",2016,54814,NA,"No",NA,NA,NA,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Tanzania","Cocoa, beans","2016",2016,18401,NA,"No",NA,NA,NA,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Tanzania","Treenuts, Total","2016",2016,383766,NA,"No",NA,NA,NA,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Thailand","Maize Grain","2018",2018,2206294,1082720,"No",40436.6828778646,31290.608,27068,"IFA survey area (provided by correspondent) is similar to FAO harvested area. N quantity is based on 2014 N application rate and 2018 area given by correspondent.","Thai Central Chemical Public Company Limited (“TCCC”) "
"Thailand","Wheat","2018",2018,1215,NA,"No",NA,NA,NA,"IFA survey area (provided by correspondent) is similar to FAO harvested area","Thai Central Chemical Public Company Limited (“TCCC”) "
"Thailand","Rice","2018",2018,10647941,10397920,"No",961539.116747491,207958.4,176764.64,"IFA survey area (provided by correspondent) is similar to FAO harvested area. N quantity is based on 2014 N application rate and 2018 area given by correspondent.","Thai Central Chemical Public Company Limited (“TCCC”) "
"Thailand","Maize, Green (silage, bioenergy)","2018",2018,34663,NA,"No",NA,NA,NA,"IFA survey area (provided by correspondent) is similar to FAO harvested area","Thai Central Chemical Public Company Limited (“TCCC”) "
"Thailand","Other Cereals","2018",2018,272134,NA,"No",NA,NA,NA,"IFA survey area (provided by correspondent) is similar to FAO harvested area","Thai Central Chemical Public Company Limited (“TCCC”) "
"Thailand","Soybeans","2018",2018,24031,23931.2,"No",0,1018.95442210625,0,"IFA survey area (provided by correspondent) is similar to FAO harvested area. N, P2O5 and K2O quantities are based on 2014 application rates and 2018 area provided by correspondent.","Thai Central Chemical Public Company Limited (“TCCC”) "
"Thailand","Oil Palm","2018",2018,856422,814240,"No",44546.5647526992,41208.6864,106079.570308678,"IFA survey area (provided by correspondent) is similar to FAO harvested area. N and K2O quantities are based on 2014 application rates and 2018 area provided by correspondent.","Thai Central Chemical Public Company Limited (“TCCC”) "
"Thailand","Rapeseed / Canola","2018",2018,NA,NA,"No",NA,NA,NA,"IFA survey area (provided by correspondent) is similar to FAO harvested area","Thai Central Chemical Public Company Limited (“TCCC”) "
"Thailand","Other Oil Crops (Coconut)","2018",2018,248668,121280,"No",7883.2,7155.52,12734.4,"IFA survey area (provided by correspondent) is similar to FAO harvested area","Thai Central Chemical Public Company Limited (“TCCC”) "
"Thailand","Cotton","2018",2018,23314,NA,"No",NA,NA,NA,"IFA survey area (provided by correspondent) is similar to FAO harvested area","Thai Central Chemical Public Company Limited (“TCCC”) "
"Thailand","Sugar Cane","2018",2018,1790208,1790240,"No",111850.223137045,54835.0512,94882.72,"IFA survey area (provided by correspondent) is similar to FAO harvested area. N quantity is based on 2014 N application rate and 2018 area given by correspondent.","Thai Central Chemical Public Company Limited (“TCCC”) "
"Thailand","Sugar Beet","2018",2018,NA,NA,"No",NA,NA,NA,"IFA survey area (provided by correspondent) is similar to FAO harvested area","Thai Central Chemical Public Company Limited (“TCCC”) "
"Thailand","Tea","2018",2018,7828,NA,"No",NA,NA,NA,"IFA survey area (provided by correspondent) is similar to FAO harvested area","Thai Central Chemical Public Company Limited (“TCCC”) "
"Thailand","Coffee","2018",2018,41253,41280,"No",5108.4,1548,1692.48,"IFA survey area (provided by correspondent) is similar to FAO harvested area","Thai Central Chemical Public Company Limited (“TCCC”) "
"Thailand","Cocoa","2018",2018,43,NA,"No",NA,NA,NA,"IFA survey area (provided by correspondent) is similar to FAO harvested area","Thai Central Chemical Public Company Limited (“TCCC”) "
"Thailand","Roots & Tubers","2018",2018,1368486,NA,"No",NA,NA,NA,"IFA survey area (provided by correspondent) is similar to FAO harvested area","Thai Central Chemical Public Company Limited (“TCCC”) "
"Thailand","Fruits (Pineapple+Mangoe+Longan+Rambutan+Durian+Mangosteen+Lychee+Tangerine+Longkong+Lime) & Treenuts","2018",2018,1186921,566880,"No",17601.7882866889,20496.0658221773,29854.3223964366,"IFA survey area (provided by correspondent) is similar to FAO harvested area. N, P2O5 and K2O quantities are based on 2014 application rates and 2018 area provided by correspondent.","Thai Central Chemical Public Company Limited (“TCCC”) "
"Thailand","Vegetables (Garlic+Shallot+Onion+Potato+Tomato+Baby corn+Pepper)","2018",2018,356183,715859.36,"No",140447.260930546,69459.0407205521,77180.6993419448,"IFA survey area (provided by correspondent) is similar to FAO harvested area. N, P2O5 and K2O quantities are based on 2014 application rates and 2018 area provided by correspondent.","Thai Central Chemical Public Company Limited (“TCCC”) "
"Thailand","Pulses","2018",2018,207583,NA,"No",NA,NA,NA,"IFA survey area (provided by correspondent) is similar to FAO harvested area","Thai Central Chemical Public Company Limited (“TCCC”) "
"Thailand","Grassland","2018",2018,800000,NA,"No",NA,NA,NA,"IFA survey area (provided by correspondent) is similar to FAO harvested area","Thai Central Chemical Public Company Limited (“TCCC”) "
"Thailand","Cassava","2018",2018,1332379,1332320,"No",86600.8,27565.7008,71945.28,"IFA survey area (provided by correspondent) is similar to FAO harvested area","Thai Central Chemical Public Company Limited (“TCCC”) "
"Thailand","Sweet corn","2018",2018,NA,39063.52,"No",6177.1144176,1831.2978176,1831.2978176,"IFA survey area (provided by correspondent) is similar to FAO harvested area","Thai Central Chemical Public Company Limited (“TCCC”) "
"Thailand","Residual (rubber)","2018",2018,3203696,3195680,"No",118240.16,12782.72,31956.8,"FAO area for rubber","Thai Central Chemical Public Company Limited (“TCCC”) "
"Turkey","Maize Grain","2018",2018,591544,591900,"No",100623,41433,5919,NA,"I. CAKMAK"
"Turkey","Wheat","2018",2018,7288622,7299270,"No",583941.6,218978.1,0,NA,"I. CAKMAK"
"Turkey","Rice","2018",2018,120137,120142,"No",14417.04,7208.52,3604.26,NA,"I. CAKMAK"
"Turkey","Maize, Green (silage, bioenergy)","2018",2018,NA,472642,"No",80349.14,33084.94,4726.42,NA,"I. CAKMAK"
"Turkey","Other Cereals","2018",2018,2871004,2881026,"No",172861.56,86430.78,0,NA,"I. CAKMAK"
"Turkey","Soybeans","2018",2018,32848,32848,"No",985.44,985.44,0,NA,"I. CAKMAK"
"Turkey","Rapeseed / Canola","2018",2018,37846,37845,"No",1892.25,1135.35,0,NA,"I. CAKMAK"
"Turkey","Other Oil Crops","2018",2018,1738711,673627,"No",33681.35,20208.81,0,NA,"I. CAKMAK"
"Turkey","Cotton","2018",2018,518634,1037268,"No",155590.2,62236.08,20745.36,NA,"I. CAKMAK"
"Turkey","Sugar Beet","2018",2018,290698,292914,"No",29291.4,17574.84,8787.42,NA,"I. CAKMAK"
"Turkey","Sugar Cane","2018",2018,NA,3,"No",0,0,0,NA,"I. CAKMAK"
"Turkey","Tea","2018",2018,78133,78133,"No",11719.95,1562.66,2343.99,NA,"I. CAKMAK"
"Turkey","Roots & Tubers","2018",2018,135957,1037268,"No",124472.16,41490.72,10372.68,NA,"I. CAKMAK"
"Turkey","Fruits & Treenuts","2018",2018,2783653,3470886,"No",416506.32,173544.3,69417.72,NA,"I. CAKMAK"
"Turkey","Vegetables","2018",2018,727822,716002,"No",85920.24,35800.1,14320.04,NA,"I. CAKMAK"
"Turkey","Pulses","2018",2018,917213,795939,"No",39796.95,39796.95,0,NA,"I. CAKMAK"
"Turkey","Grassland","2018",2018,14617000,1437513,"No",71875.65,71875.65,0,NA,"I. CAKMAK"
"Ukraine","Maize for grain","2018",2018,4564200,3278775.07919747,"No",350153.333333333,63393.3333333333,68973.3333333333,"IFA survey area calculated based on ""Area treated with inorganic fertilizers"" divided by ""Share to planted area""","UKRSTAT"
"Ukraine","Wheat","2018",2018,6619600,4699476.9874477,"No",487646.666666667,90766.6666666667,89796.6666666667,"IFA survey area calculated based on ""Area treated with inorganic fertilizers"" divided by ""Share to planted area""","UKRSTAT"
"Ukraine","Other cereal and leguminous crops","2018",2018,3059208,1914605.41813899,"No",117570,31920,32020,"IFA survey area calculated based on ""Area treated with inorganic fertilizers"" divided by ""Share to planted area"". FAO area includes rice","UKRSTAT"
"Ukraine","Soya beans","2018",2018,1728700,1367388.68832732,"No",50150,20750,21710,"IFA survey area calculated based on ""Area treated with inorganic fertilizers"" divided by ""Share to planted area""","UKRSTAT"
"Ukraine","Rapeseed","2018",2018,1039300,987325.456498389,"No",124656.666666667,24976.6666666667,25786.6666666667,"IFA survey area calculated based on ""Area treated with inorganic fertilizers"" divided by ""Share to planted area""","UKRSTAT"
"Ukraine","Sunflower seeds","2018",2018,6166500,4591222.22222222,"No",231023.333333333,97053.3333333333,97863.3333333333,"IFA survey area calculated based on ""Area treated with inorganic fertilizers"" divided by ""Share to planted area""","UKRSTAT"
"Ukraine","Sugar beet","2018",2018,274700,247171.824973319,"No",41990,13810,18190,"IFA survey area calculated based on ""Area treated with inorganic fertilizers"" divided by ""Share to planted area""","UKRSTAT"
"Ukraine","Other industrial crops","2018",2018,NA,97968.0696661829,"No",3260,960,930,"IFA survey area calculated based on ""Area treated with inorganic fertilizers"" divided by ""Share to planted area""","UKRSTAT"
"Ukraine","Edible roots and tubers with high starch and inulin content","2018",2018,1319900,13844.3935926773,"No",2203.33333333333,913.333333333333,1993.33333333333,"IFA survey area calculated based on ""Area treated with inorganic fertilizers"" divided by ""Share to planted area"". FAO area for roots and tubers","UKRSTAT"
"Ukraine","Vegetables grown in open-field, including for seed","2018",2018,440513,31116.1217587373,"No",3966.66666666667,1266.66666666667,1956.66666666667,"IFA survey area calculated based on ""Area treated with inorganic fertilizers"" divided by ""Share to planted area"". FAO area for all vegetables including melons","UKRSTAT"
"Ukraine","Vegetables grown in greenhouses","2018",2018,NA,218.579234972678,"No",366.666666666667,206.666666666667,466.666666666667,"IFA survey area calculated based on ""Area treated with inorganic fertilizers"" divided by ""Share to planted area""","UKRSTAT"
"Ukraine","Food melons, including for seed","2018",2018,NA,3381.64251207729,"No",100,40,50,"IFA survey area calculated based on ""Area treated with inorganic fertilizers"" divided by ""Share to planted area""","UKRSTAT"
"Ukraine","Fodder crops, including for seed","2018",2018,NA,536111.111111111,"No",21376.6666666667,3406.66666666667,3706.66666666667,"IFA survey area calculated based on ""Area treated with inorganic fertilizers"" divided by ""Share to planted area""","UKRSTAT"
"Ukraine","Hayfields","2018",2018,NA,4100,"No",123.333333333333,3.33333333333333,3.33333333333333,"IFA survey area is ""Area treated with inorganic fertilizers"" (""Share to planted area"" is not available)","UKRSTAT"
"Ukraine","Cultivated pastures","2018",2018,NA,1300,"No",63.3333333333333,3.33333333333333,3.33333333333333,"IFA survey area is ""Area treated with inorganic fertilizers"" (""Share to planted area"" is not available)","UKRSTAT"
"Ukraine","Perennial crops","2018",2018,NA,67893.6605316973,"No",1683.33333333333,563.333333333333,823.333333333333,"IFA survey area calculated based on ""Area treated with inorganic fertilizers"" divided by ""Share to total area of plantations""","UKRSTAT"
"United Kingdom","Wheat","2017/18",2018,1748000,1797000,"No",343227,48519,59301,NA,"Fertilizers Europe"
"United Kingdom","Grain maize, including corn cob maize","2017/18",2018,0,0,"No",0,0,0,NA,"Fertilizers Europe"
"United Kingdom","Green maize","2017/18",2018,0,224000,"No",13664,7616,3584,"Silage maize + Maize for biogas","Fertilizers Europe"
"United Kingdom","Other cereals","2017/18",2018,1357815,1381000,"No",157134,40086,53635,"Barley, rye, triticale, oats, rice","Fertilizers Europe"
"United Kingdom","Oilseed rape","2017/18",2018,583000,601000,"No",114190,16227,19232,NA,"Fertilizers Europe"
"United Kingdom","Other oil crops","2017/18",2018,25000,25000,"No",1950,400,375,"Sunflower, soya, linseed","Fertilizers Europe"
"United Kingdom","Sugar beet","2017/18",2018,114200,116000,"No",10672,2088,5800,NA,"Fertilizers Europe"
"United Kingdom","Fruits & Treenuts","2017/18",2018,30390,35000,"No",3045,490,2625,"nuts, herbs, bushes, vineyards","Fertilizers Europe"
"United Kingdom","Vegetables","2017/18",2018,125018,117000,"No",6903,5382,9360,NA,"Fertilizers Europe"
"United Kingdom","Pulses (peas, beans)","2017/18",2018,285069,199000,"No",199,2985,4378,NA,"Fertilizers Europe"
"United Kingdom","Potato","2017/18",2018,140000,142000,"No",20164,14910,29394,"Data for potatoes can be used as proxy for Roots and tubers","Fertilizers Europe"
"United Kingdom","Total Grassland","2017/18",2018,5864895.9,11274000,"No",354000,48000,72000,NA,"Fertilizers Europe"
"United Kingdom","Fertilized forests","2017/18",2018,NA,5000,"No",75,75,50,NA,"Fertilizers Europe"
"United Kingdom","Other crops","2017/18",2018,NA,132000,"No",5552,1763,3278,"Tobacco, poppy, fodder (legumes), fodder (other), short rotation coppice, perenial herbaceous crops","Fertilizers Europe"
"United States","Maize Grain","2018/19",2019,32950670,0,"No",0,0,0,NA,"TFI"
"United States","Wheat","2018/19",2019,15039090,18407142.71,"No",1444758.38236425,439927.812749025,110174.919374625,NA,"TFI"
"United States","Rice","2018/19",2019,1000390,1027902.44,"No",194455.649061,46661.060475,42928.175637,NA,"TFI"
"United States","Maize, Total","2018/19",2019,33108780,36318545.07,"No",5725532.22604312,1961702.08299337,2116798.26345,"no breakdown for maize grain and maize green; we should be able to use total maize as a proxy for maize grain","TFI"
"United States","Maize, Green (silage, bioenergy)","2018/19",2019,158110,0,"No",0,0,0,NA,"TFI"
"United States","Other Cereals","2018/19",2019,3502652,5349139.548,"No",347206.568199455,110200.89105904,34052.4391379521,NA,"TFI"
"United States","Soybeans","2018/19",2019,30352150,30796604.6,"No",170175.6590025,797374.791675,1291332.9418425,NA,"TFI"
"United States","Oil Palm","2018/19",2019,NA,0,"No",0,0,0,NA,"TFI"
"United States","Rapeseed / Canola","2018/19",2019,777170,830132.3918,"No",56680.8280815,30607.6054335,14871.89193825,NA,"TFI"
"United States","Other Oil Crops","2018/19",2019,1309350,1389044.2264,"No",58214.77268304,17709.36340881,9889.64643321,NA,"TFI"
"United States","Cotton","2018/19",2019,4777160,5558645.4902,"No",455443.007714475,159623.117067645,218313.58399884,NA,"TFI"
"United States","Sugar Beet","2018/19",2019,396310,458104.552,"No",54848.5139622,33067.256124,19255.001625,NA,"TFI"
"United States","Sugar Cane","2018/19",2019,369560,369559.2552,"No",44247.05207622,26675.8112124,15533.2751625,NA,"TFI"
"United States","Tea","2018/19",2019,NA,0,"No",0,0,0,NA,"TFI"
"United States","Coffee","2018/19",2019,2790,2792.3334,"No",312.978825,117.367059375,469.4682375,NA,"TFI"
"United States","Cocoa","2018/19",2019,NA,0,"No",0,0,0,NA,"TFI"
"United States","Roots & Tubers","2018/19",2019,440783,449525.2088,"No",115049.23435866,71849.0882874,77996.0649852,NA,"TFI"
"United States","Fruits & Treenuts","2018/19",2019,2306092,1976846.59454,"No",165469.561868492,31915.0041838456,101949.292832945,"FAO area includes citrus fruits","TFI"
"United States","Vegetables","2018/19",2019,849758,796786.2654,"No",159812.79644816,80429.9572664067,55635.8025198475,NA,"TFI"
"United States","Pulses","2018/19",2019,1239750,1490670.99815,"No",88154.2294282441,52722.445594365,92087.1573358794,NA,"TFI"
"United States","Grassland","2018/19",2019,250968953.8,NA,"No",NA,NA,NA,"FAO grassland area: 2018 value, 2019 not available yet","TFI"
"United States","Residual","2018/19",2019,NA,NA,"No",2266708.51988368,71156.1354108131,204002.435488752,NA,"TFI"
